Product,Flow,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Electricity,Imports (ktoe),39826.1393,36972.3132,35524.4201,33478.504,34498.9682,34550.5586,38026.0534,37989.9398,38169.2179,40173.0869,44891.9501,43898.3017,45666.2634,47832.8616,47903.3801,53187.4849,53057.891,54268.1917,53192.366,50650.4514,50596.8265,55797.4784,58384.794,58422.3942,61238.9702,64620.2638,62291.2187,62855.4697,62625.9622
Electricity,Exports (ktoe),-39603.6976,-36995.3571,-35275.9245,-34360.8771,-34591.6595,-34712.8115,-36375.3223,-36791.1436,-37095.9587,-39317.1109,-44026.9003,-43375.5621,-44723.381,-48023.5091,-48074.513,-53489.7319,-53142.0451,-54205.1241,-53334.3013,-50449.8559,-50819.7504,-56001.3985,-58172.3585,-57331.0067,-60187.9176,-63001.0161,-61963.4993,-63250.7015,-62373.0289
Electricity,Total energy supply (ktoe),222.4421,-23.0436,248.495,-882.3736,-92.6915,-162.2529,1650.7308,1198.796,1073.2588,855.9762,865.0495,522.7396,942.8828,-190.6473,-171.1326,-302.247,-84.1542,63.068,-141.9348,200.5959,-222.924,-203.9197,212.4358,1091.3877,1051.0523,1619.2466,327.7196,-395.2304,252.9341
Electricity,"Electricity, CHP and heat plants (ktoe)",1018579.411,1041584.028,1051176.744,1075994.662,1102352.399,1139512.193,1175831.068,1200838.405,1231664.457,1266874.257,1326406.92,1336705.314,1389340.469,1440222.554,1506526.748,1571901.228,1633453.699,1705006.239,1737827.921,1732150.081,1850539.408,1909726.866,1954787.098,2013276.876,2049933.478,2087392.442,2146524.801,2201898.194,2288479.005
Electricity,"Oil refineries, transformation (ktoe)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity,Total final consumption (ktoe),834254.0157,860820.8344,866583.7704,883789.6416,906870.9085,935008.3224,965616.5239,988406.1001,1013197.562,1043675.851,1091797.611,1107583.309,1146574.196,1192531.764,1245625.539,1301294.075,1357888.948,1425828.149,1448926.455,1439072.252,1537997.939,1585605.477,1628190.581,1679089.296,1712586.403,1740725.699,1796749.738,1845233.174,1918778.772
Electricity,Industry (ktoe),388540.5182,395048.184,392794.2966,390935.5925,396945.2566,407298.6607,414379.1487,423514.2969,425558.2161,438381.5208,464548.6601,464315.9792,464773.7775,486827.0744,514840.1206,539622.7859,570219.2168,603422.1599,605255.4792,584207.3901,640811.0811,677163.764,694789.489,716762.9276,733219.8482,733588.2363,749811.5131,771206.2316,804963.6796
Electricity,Transport (ktoe),20962.8746,20463.5941,19585.286,18666.9021,18126.6904,18039.3569,18434.4558,18389.6929,18034.3924,18176.0564,18757.0191,19146.7155,20051.0034,21303.658,21964.9786,22347.0938,22999.0847,24012.3591,23804.6911,23791.7724,25364.2793,27007.884,27429.1134,28049.456,28427.7789,28794.5008,30331.5911,31660.8543,33525.0589
Electricity,Residential (ktoe),216548.6722,227394.8247,232298.9637,244993.7327,252879.6906,262431.5634,274101.5297,278244.4424,289057.2138,297757.0346,306262.3072,313608.3263,324668.9194,336013.8831,346493.9749,362424.4096,372030.1835,387487.084,395568.307,404651.2912,427705.298,429623.999,439951.1963,454387.6872,461229.2402,472082.1874,488644.1427,497316.533,516595.0664
Electricity,Commercial and public services (ktoe),167554.1239,175649.989,179711.6482,187993.1783,195475.5292,204248.3224,214545.7201,223997.7314,234224.6679,243080.5532,257446.8399,266119.702,273268.3628,280736.4518,292844.6707,306829.9547,317852.1359,332170.6782,342400.406,344503.4724,357797.7501,359452.7938,368380.2716,375581.9908,377900.3852,387198.9688,395737.6344,402271.4371,412627.2795
Electricity,Other final consumption (ktoe),40647.8271,42264.2413,42193.5764,41200.2354,43443.7412,42990.4184,44155.6696,44259.9368,46323.0717,46280.6859,44782.7849,44392.5858,63812.1337,67650.6963,69481.7945,70069.8307,74788.3253,78735.8684,81897.569,81918.3249,86319.5303,92357.0362,97640.5113,104307.2336,111809.1492,119061.8052,132224.857,142778.1168,151067.6894
Heat,Production (ktoe),104.132,96.1689,422.2088,388.0989,370.324,398.5157,422.3163,373.4007,489.552,576.8446,688.8285,691.5338,774.8017,727.44,756.537,878.0971,846.0719,1122.2832,947.9526,909.7516,1130.851,1106.0109,1114.8959,2287.4197,2114.393,1867.2847,1935.007,2072.7492,2061.6046
Heat,Imports (ktoe),2.9139,2.9139,2.9139,2.9139,3.3677,3.3677,3.7976,3.4633,4.3709,3.4872,3.4394,3.6305,3.6305,3.6305,3.7021,3.6543,3.6543,3.5349,3.6543,3.8693,4.6097,4.0365,4.2275,4.4664,5.7801,6.2003,5.8314,6.2159,5.76
Heat,Exports (ktoe),-2.9139,-2.9139,-2.9139,-2.9139,-3.3677,-3.3677,-3.7976,-3.4633,-4.3709,-7.0699,-6.7594,-7.2848,-7.046,-6.9505,-8.4552,-9.1,-8.6701,-8.0252,-8.5029,-8.073,-8.9328,-7.9535,-8.0968,-5.8278,-5.1352,-5.3741,-5.0874,-4.9625,-1.8147
Heat,Total energy supply (ktoe),104.132,96.1689,422.2088,388.0989,370.324,398.5157,422.3164,373.4007,489.5519,573.2618,685.5084,687.8795,771.3861,724.1199,751.784,872.6514,841.0561,1117.7929,943.1041,905.548,1126.5279,1102.0938,1111.0266,2286.0584,2115.038,1868.1108,1935.7509,2074.0025,2065.5501
Heat,"Electricity, CHP and heat plants (ktoe)",379556.7052,380141.2854,382563.1211,381224.7854,351832.2601,330906.4124,302584.5302,289037.2565,286888.5649,286137.5346,291255.5987,295198.8496,296468.4445,303638.4306,307570.8193,318392.3288,331559.7961,326514.2607,320573.1984,313175.0432,338396.395,346366.01,354304.0388,338392.7485,329106.6651,325864.943,342211.1647,341707.7129,355854.3179
Heat,"Oil refineries, transformation (ktoe)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Total final consumption (ktoe),336289.1016,336848.0016,337196.2287,334033.0622,307793.8636,286652.4403,261985.9907,249384.0079,247684.9883,247463.1188,248389.8989,253134.8269,250393.8671,258347.6912,260979.6428,260272.6085,268652.7873,267923.2891,261923.4303,255837.6987,275249.958,283821.7777,290462.1076,278623.7071,274825.4464,271983.7204,284747.4605,290643.0541,301294.8881
Heat,Industry (ktoe),153571.1562,157783.7942,157909.7283,156163.0494,132881.5143,121720.0464,105194.4913,98692.6589,94650.8162,94892.5779,100574.751,101925.717,104507.1783,106847.0885,108511.8675,114076.7991,120153.4103,121797.042,114646.6222,111075.3858,124484.0469,129728.0041,134030.263,126761.2105,124147.5743,124658.2616,137481.1439,138874.5195,141690.1969
Heat,Transport (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Residential (ktoe),47860.2922,44453.5889,43963.3145,128678.2912,122287.2357,118031.2771,110481.7298,109146.5468,109456.2633,107747.0955,109797.4564,115544.4946,110477.7092,113601.8604,114023.2829,100706.9143,102225.2557,100170.3955,100510.6821,99499.7449,105842.8145,108852.4242,110605.3108,107701.4424,105198.9111,102623.6779,99139.1188,101343.4164,109177.2381
Heat,Commercial and public services (ktoe),9538.1725,9112.6968,9505.7118,22196.3314,27206.0826,23491.3289,24983.4344,22961.9703,25182.4042,27233.9263,23793.2244,21175.315,20871.146,23875.7178,24381.7709,31609.339,32488.3968,35089.6624,37415.5023,36180.1897,35645.409,32837.9095,33591.9141,34989.7705,35150.5383,34420.7405,36758.7343,38929.2912,39901.3525
Heat,Other final consumption (ktoe),125319.4802,125497.922,125817.474,26995.3901,25419.0315,23409.7879,21326.3351,18582.8318,18395.5049,17589.5194,14224.4676,14489.3001,14537.8332,14023.0249,14062.7211,13879.5555,13785.7246,10866.1895,9350.6232,9082.3777,9277.6881,12403.4399,12234.6198,9171.2838,10328.4232,10281.0405,11368.4639,11495.8267,10526.1001
Total,Production (ktoe),8801336.224,8819270.975,8868954.73,8902065.826,9032780.976,9257795.752,9481132.053,9609626.258,9720259.099,9744791.848,10024987.61,10195249.03,10270191.98,10702859.69,11202239.39,11550612.76,11870667.69,12097545.13,12348175.56,12220343.48,12801075.53,13131764.58,13303026.81,13472268.48,13678819.16,13739445.29,13682861.2,13968196.14,14421151.11
Total,Imports (ktoe),3033335.31,2954335.678,2989768.551,3030917.081,3064469.32,3151108.985,3324213.714,3475034.255,3512191.257,3555008.5,3786396.026,3844326.81,3909988.695,4115720.256,4398809.371,4509811.755,4651564.32,4744830.766,4808633.326,4697801.939,4950187.487,5071182.57,5162324.093,5207848.594,5195028.871,5321418.269,5518274.086,5735433.429,5782524.291
Total,Exports (ktoe),-3040633.504,-2961120.8,-3000805.343,-3045297.7,-3085048.827,-3194247.694,-3358896.899,-3510401.604,-3584122.271,-3560125.548,-3814666.278,-3856806.592,-3865017.06,-4118298.486,-4402816.492,-4583787.498,-4661663.827,-4735082.297,-4814751.388,-4660879.063,-4897704.893,-5094979.593,-5214019.992,-5266418.622,-5251360.013,-5420889.126,-5635196.274,-5811136.392,-5915877.486
Total,Total energy supply (ktoe),8766628.882,8821713.072,8827962.454,8917216.77,8987659.738,9218551.424,9450567.25,9547182.415,9594820.143,9809142.46,10034445.87,10118379.85,10343117.03,10709710.28,11181292.68,11494403.36,11820139.16,12149340.31,12291721.9,12173619.1,12844687.33,13047659.91,13214684.95,13401849.71,13550381.1,13583337.78,13687032.67,13950512.5,14281888.68
Total,"Electricity, CHP and heat plants (ktoe)",-1583091.491,-1638513.804,-1666061.73,-1673229.301,-1714710.558,-1769224.235,-1872943.669,-1926621.489,-1973259.277,-1980053.056,-2040291.099,-2101409.964,-2102751.155,-2194299.26,-2291772.858,-2332236.551,-2396822.361,-2469186.453,-2483528.556,-2462235.832,-2586016.86,-2649179.857,-2705118.665,-2744988.17,-2749486.544,-2718588.77,-2712409.12,-2761921.153,-2841978.613
Total,"Oil refineries, transformation (ktoe)",-56674.8321,-38766.9568,-48020.6299,-40571.6901,-46240.4022,-45963.2553,-38252.914,-33324.5838,-30778.9774,-33048.3536,-28641.5068,-24248.6127,-30971.1544,-39791.8388,-38777.6833,-43880.1151,-43396.161,-40118.7238,-43652.1294,-58562.8869,-38723.3265,-85739.1261,-103105.8237,-93030.3892,-101883.8598,-80981.2004,-96368.7496,-93766.2894,-92723.3406
Total,Total final consumption (ktoe),6267176.512,6333489.668,6311525.783,6349573.215,6383283.118,6536286.387,6645894.936,6729650.515,6743126.01,6872274.966,7032031.347,7069570.988,7187911.052,7409527.413,7745071.511,7979850.944,8180595.351,8408520.339,8478564.723,8378371.063,8837731.398,8951916.563,9052350.004,9209878.384,9304601.024,9407985.578,9529797.84,9716499.916,9937703.227
Total,Industry (ktoe),1803104.526,1794033.239,1759510.646,1739572.999,1734771.277,1791088.222,1770844.649,1787592.878,1788057.198,1787625.135,1871303.635,1867477.703,1872552.75,1950808.709,2098529.694,2236927.538,2346249.53,2437559.853,2464952.138,2403983.606,2638046.846,2721291.817,2758103.138,2765841.191,2785001.467,2784319.009,2782537.515,2805616.585,2839313.366
Total,Transport (ktoe),1575288.191,1588500.25,1622397.007,1638413.334,1671097.199,1716061.754,1784681.497,1810414.113,1852005.369,1905074.1,1962765.608,1974186.194,2027187.25,2071580.828,2167677.609,2218272.652,2273340.201,2351317.731,2366045.18,2325525.009,2429779.551,2471610.948,2497714.023,2569449.878,2614914.675,2691654.546,2751468.283,2821407.676,2890900.095
Total,Residential (ktoe),1530461.289,1558411.507,1561928.627,1705587.417,1691406.467,1726691.624,1760701.458,1760226.15,1744114.412,1776531.723,1804113.683,1818665.726,1831103.598,1875098.152,1892844.012,1897469.441,1895967.914,1907305.949,1934168.977,1935355.218,1987339.866,1973747.345,1962127.33,2007157.301,1994637.718,1995754.815,2018412.124,2052913.914,2109205.081
Total,Commercial and public services (ktoe),450350.2642,463584.1739,450146.2119,476982.2511,488922.3008,502759.7534,531542.4427,532513.4157,534409.8998,557043.3189,555002.9347,564279.1416,574360.6351,599914.8323,620992.4767,642824.3744,652875.9674,676980.0532,700622.1593,695128.5679,717378.1432,714696.3504,722043.2887,748880.4974,746835.6916,761226.2719,776961.2525,788969.8152,808619.1608
Total,Other final consumption (ktoe),907972.2403,928960.4972,917543.2923,789017.2137,797085.8744,799685.0318,798124.8906,838903.9559,824539.131,846000.6856,838845.4901,844962.2212,882706.8203,912124.8896,965027.7224,984356.9358,1012161.739,1035356.754,1012776.266,1018378.659,1065186.993,1070570.103,1112362.227,1118549.515,1163211.473,1175030.938,1200418.667,1247591.926,1289665.526
Fossil fuels,Electricity output (GWh),7501510.498,7635089.782,7711051.974,7804673.822,8027544.832,8243082.092,8540864.732,8814176.467,9100734.15,9396966.268,9952740.724,10069406.2,10556526.71,11136352.99,11595456.61,12152253.67,12695313.63,13496449.53,13660531.24,13479413.38,14474367.57,15119427.06,15443948.46,15773364.16,15907506.0,16087764.57,16325080.45,16595438.63,17093548.6
Nuclear,Electricity output (GWh),2012901.703,2105786.852,2123688.068,2190502.053,2242298.701,2331950.999,2417193.607,2393101.424,2445209.898,2531147.864,2590623.543,2637685.512,2660778.715,2635349.328,2738012.148,2767951.543,2791471.205,2719229.228,2733084.915,2696180.614,2756288.48,2582639.766,2460285.43,2479105.421,2535405.009,2570069.995,2608401.53,2636117.239,2710429.761
Renewable sources,Electricity output (GWh),2296007.992,2331754.327,2345052.483,2478493.113,2506852.82,2630938.727,2667565.202,2708264.246,2729730.522,2755743.483,2829372.68,2780950.712,2881715.703,2920715.411,3127151.396,3296038.946,3446809.892,3551806.906,3754231.167,3900558.764,4203228.537,4414622.748,4734792.114,5065216.657,5299179.094,5522461.773,5926001.89,6268170.806,6700115.602
Total,Electricity output (GWh),11846188.55,12113715.25,12225258.84,12513884.38,12820445.01,13252626.57,13675026.52,13965867.37,14324368.77,14734251.64,15426955.69,15546777.97,16159075.76,16750862.08,17522179.53,18283072.77,18998711.89,19831433.61,20212545.43,20146331.14,21523871.88,22211928.97,22735776.73,23417975.92,23844432.23,24280352.32,24967736.41,25612004.75,26618880.64
